contract_id,hotel_name,ingredients
15smll0h6l,Berge-Parker,"Dried Apricots,Tahini,Soymilk"
psbnw3frch,Breitenberg Group,"Cauliflower,Tamarillo,Cacao,Iceberg Lettuce,Hokkien Noodles"
01vysmxnf6,Schmeler-Renner,"Achacha,Bonza,Chives"
jqh3m796qs,Deckow-Kihn,"Flaxseed Oil,Soy Sauce,Kidneys"
5n7nteez7b,Brown Group,"Curry Powder,Shark,Achacha"
wurztngcxr,Nienow LLC,"Red Cabbage,Apple Cider Vinegar,Coriander Leaves"
e6iptl0pfl,Schmeler-Renner,"Camomile,Rockmelon,Dried Apricots,Extra Virgin Olive Oil,Fingerlime"
qkluqcqolz,Deckow-Kihn,"Apples,Pork,Rockmelon,White Wine,Wakame"
fnq4zy4nx9,Lockman-Wintheiser,"Pork,Rockmelon,Elderberry,Iceberg Lettuce,Cauliflower"
8u8arswp6d,Quigley-Braun,"Iceberg Lettuce,Rice Flour,Lychees"
ttzpqwbbc6,"McCullough, Leannon and Nolan","Strawberries,Smoked Trout,Cinnamon,Freekeh"
2xtncq1hcb,Breitenberg Group,"Apricots,Rice Noodles,English Spinach,Pork"
pdhedkux3g,Lockman-Wintheiser,"Kidneys,Kombu,Pear Juice,Rye Bread,Flat Mushrooms"
18ha6a9yof,Pollich Inc,"Apple Cider Vinegar,Cinnamon,Vegetable Stock"
j025nu0cyi,"Gottlieb, Wolff and Bechtelar","Cauliflower,Berries,Hokkien Noodles"
a5xg83avr6,Schmeler-Renner,"Vegetable Stock,Canola Oil,Hokkien Noodles,Iceberg Lettuce,Cauliflower"
lwdbiqlcvt,Deckow-Kihn,"Vegetable Oil,Coriander Leaves,Chia Seeds,Chives"
5yofvgyrul,"McCullough, Leannon and Nolan","Taleggio Cheese,Tinned,Tarragon"
htrqk0eee8,Leffler-Huel,"Flat Mushrooms,Feta,Kombu,Apple Cider Vinegar,Hokkien Noodles"
ivfouthwa0,Schmitt-Reichert,"Cream Cheese,Beef,Cottage Cheese,Oatmeal,Soymilk"
vq4nz3tuaj,Sporer Group,"Butter,Bonza,Vegetable Stock,Apricots,Tarragon"
mlcr3x7oju,Berge-Parker,"White Wine,Green Tea Noodles,English Spinach,Saffron,Cream Cheese"
bjgolcemk1,Lockman-Wintheiser,"Flaxseed Oil,Black Eyed Beans,Sunflower Oil,English Spinach,Berries"
q1n9755de4,Feil LLC,"Hokkien Noodles,Beef,Dried Apricots,Peas"
f96fjf7hdm,Schmitt-Reichert,"Camomile,Apples,Omega Spread,Dried Apricots,Rose Water"
c5rntrn5ed,Feil LLC,"Corn Oil,Sunflower Seeds,Canola Oil,Tarragon,Cardamom"
2kf3elos5e,Pollich Inc,"Rockmelon,Tinned,Dried Apricots"
oehydznmsj,Bosco-Bayer,"Apple Cider Vinegar,Turnips,Soy Beans,Apricots,Sunflower Seeds"
u9kx4pj89l,Braun-Wunsch,"Taleggio Cheese,Wakame,Tinned,Pork"
rhheae3gow,Dare LLC,"Omega Spread,Rice Flour,Shark,Parsnip,Mahlab"
enbew97vn7,Sporer Group,"Fingerlime,Flaxseed Oil,Tinned,Provolone"
tumtiz0wi4,Schmeler-Renner,"Tapioca Flour,Saffron,Redfish"
6e9h7bmetg,Blanda and Sons,"Freekeh,Camomile,Strawberries,Nuts,Soymilk"
86dualszlw,Murray LLC,"Nuts,Tinned,Red Cabbage,Chives,Tarragon"
z6zmu1wh5i,Goldner LLC,"Iceberg Lettuce,Canola Oil,Taleggio Cheese"
wibfe1yfnv,Koelpin-Feeney,"Kombu,Baking Powder,Parsnip,Nutritional Yeast,Provolone"
bb4018uo7l,Braun-Wunsch,"Loquats,Pear Juice,Soy Beans,Silverbeet"
oqo239seu7,Wolff-Cartwright,"Coriander Leaves,Rice Noodles,Sunflower Oil"
kb6z15e2sf,Bruen-Jaskolski,"Mastic,Warehou,Flaxseed Oil,Jasmine Rice"
0o9za7g802,Brown Group,"Redfish,Green Tea Noodles,Pork,Ham"
obpw7w3yyc,Rempel and Sons,"Cacao,Canola Oil,Freekeh"
pj94trv72h,Pollich Inc,"Bean Sprouts,Nuts,Tahini,Wakame"
zufqqip6mx,Reilly-Ebert,"Strawberries,Ham,Spinach,Apples,William Pear"
9ed99ud2au,Kerluke-Armstrong,"Sunflower Seeds,Pecan Nut,Nutritional Yeast"
hkswhg05s7,"Lubowitz, Prohaska and Reilly","Redfish,Cinnamon,Pork,Extra Virgin Olive Oil"
m74dco7htl,Kunze Inc,"Flaxseed Oil,Green Tea Noodles,Saffron"
jlau27soee,Botsford Inc,"Curry Powder,Canola Oil,Bonza,Smoked Trout,Cinnamon"
7oophulk1q,Kerluke-Armstrong,"Soy Sauce,Green Tea Noodles,Rice Flour,Shark,Warehou"
n66b9mo2pj,Goldner LLC,"Strawberries,Cauliflower,Lychees,Red Cabbage,Canola Oil"
oa8ejrooaz,Dare LLC,"Tapioca Flour,Chia Seeds,Chives,Bean Sprouts"
tnl0huz7xj,"Cummings, O'Hara and Casper","Corn Oil,Rockmelon,Achacha,Salmon"
8im10hv7gb,Reilly-Ebert,"Bean Sprouts,Vegetable Stock,Baking Powder,Oatmeal"
fo2r6b3536,Schmeler-Renner,"Parsnip,Soy Beans,Peas,Sunflower Oil,Chia Seeds"
8d18ttgdqc,Skiles Group,"Canola Oil,Rice Flour,Cornmeal,Vegetable Oil,Curry Powder"
qsg1q55nlj,Bruen-Jaskolski,"Shark,Mastic,Provolone"
0503zo9glt,Wolff-Cartwright,"Rice Noodles,Omega Spread,Tarragon"
6nihufm1k4,Pollich Inc,"Camomile,Elderberry,Beef"
utnlnvip7m,"Becker, Considine and Koelpin","Cornmeal,Ham,Red Cabbage"
2bgvvb8t1t,"McCullough, Leannon and Nolan","Soy Sauce,Kombu,Cornmeal,Mahlab"
2eetp7ae6d,"Cummings, O'Hara and Casper","Flat Mushrooms,Flaxseed Oil,Tahini"
rle3sflg0s,"Leannon, Cassin and Trantow","Apples,Rye Bread,Kombu"
5ticki9di2,Koelpin-Feeney,"Nuts,White Wine,Bonza,Turnips,Cinnamon"
9u06ykvby1,"Kutch, Ryan and Boyer","Sunflower Oil,Chia Seeds,Chives,Vegetable Oil,Turnips"
dvkotbdkwt,Bosco-Bayer,"Rye Bread,Parsnip,Camomile,English Spinach"
6w2spoy739,"Gottlieb, Wolff and Bechtelar","Soy Beans,Apple Cider Vinegar,Pecan Nut,Apples"
if3ranqter,Pollich Inc,"Extra Virgin Olive Oil,Apple Cider Vinegar,Pear Juice,Cinnamon,Ham"
ygciwbczdr,"Schinner, Sauer and Powlowski","Rockmelon,Bean Sprouts,Butter,Rose Water"
cv977bn3yn,"Aufderhar, Mosciski and Smith","Kombu,Pecan Nut,Parsnip,Rye Bread"
mognfpn918,Bosco-Bayer,"Oatmeal,Pecan Nut,Rice Flour,Cottage Cheese,Soy Sauce"
ub7k2eo63b,Kunze Inc,"Elderberry,Bacon,Rose Water,Red Cabbage"
qt2ckiovav,Leffler-Huel,"Rice Noodles,Mastic,Soy Beans,Smoked Trout"
ff6gv5hoyi,Kerluke-Armstrong,"Ham,Oatmeal,Cardamom,Feta"
8ermf3v4v2,Koelpin-Feeney,"Pear Juice,Black Eyed Beans,Iceberg Lettuce,Vegetable Oil,Cinnamon"
3shmut8syw,Braun-Wunsch,"Plums,Chives,English Spinach"
7d44x9x65c,"Medhurst, Streich and Schamberger","Wakame,Soy Sauce,Cacao,Soy Beans"
rpck6r3xpa,"Aufderhar, Mosciski and Smith","Extra Virgin Olive Oil,Rice Flour,Dried Apricots,Fingerlime"
ol0e5uoulp,Kunze Inc,"Strawberries,Feta,Cottage Cheese,Dried Apricots"
stna4rmp3w,Braun-Wunsch,"Silverbeet,Rockmelon,Bonza,Cardamom"
m08ncvzwed,"Gottlieb, Wolff and Bechtelar","Freekeh,Flat Mushrooms,Tarragon,Nuts,Camomile"
v8qxa58opw,Nienow LLC,"Taleggio Cheese,Feta,Spinach,Nutritional Yeast"
nsxmsdo04p,Reilly-Ebert,"Black Eyed Beans,Silverbeet,Mahlab,Bacon,Sunflower Oil"
uo30kdr9mp,Breitenberg Group,"Cream Cheese,Kidneys,Redfish"
7qm8do531k,"McCullough, Leannon and Nolan","Apricots,Camomile,Warehou,Chives,Baking Powder"
s5m0aanmiw,"Gottlieb, Wolff and Bechtelar","Strawberries,Smoked Trout,Feta,Provolone"
rjbh26me3f,Wolff-Cartwright,"Baking Powder,Iceberg Lettuce,Saffron,Strawberries,Cream Cheese"
qy4mqg8ggd,Schaden LLC,"Salmon,Flat Mushrooms,Wakame"
1uw3wrftod,Brown Group,"Coriander Leaves,Tahini,Pecan Nut,Peas"
19hoqk8jn8,"Cummings, O'Hara and Casper","Soymilk,Soy Sauce,Silverbeet"
fkkeobqhtr,Schaden LLC,"Cottage Cheese,Tinned,Bonza"
i0a4yonckc,Goldner LLC,"Provolone,Apples,Cacao,Apple Cider Vinegar"
8qmf7slcln,"Sipes, Schamberger and Stokes","Apricots,Tinned,Vegetable Stock,Pork,Corn Oil"
ujzogb7dvm,"Kutch, Ryan and Boyer","Cream Cheese,Green Tea Noodles,William Pear,Salmon"
dnbot8ir3j,Murray LLC,"Parsnip,English Spinach,Dried Apricots,Mastic"
ipbs5yp6lo,"Cummings, O'Hara and Casper","Plums,Sunflower Seeds,Bean Sprouts,Flaxseed Oil"
7pypgoa6bc,Bruen-Jaskolski,"Extra Virgin Olive Oil,Strawberries,Rockmelon"
nse9hlaak0,Breitenberg Group,"Rockmelon,English Spinach,Pear Juice,Cauliflower"
epjmlv0vcs,Dare LLC,"Omega Spread,Coriander Leaves,Pear Juice,English Spinach"
drhravxlqe,Braun-Wunsch,"Dried Apricots,Apples,Pecan Nut"
y6i6jxhyse,Murray LLC,"Cornmeal,William Pear,Rye Bread,Provolone"
su5jp4igfs,Goldner LLC,"Cauliflower,Shark,Wakame,Smoked Trout,Chives"
oeu5m54ggl,Botsford Inc,"Bean Sprouts,Sunflower Oil,Jasmine Rice,Curry Powder,Omega Spread"
xhjlubj63f,Sporer Group,"Silverbeet,Apples,Chia Seeds,Bacon,Shark"
f6560hs8c8,"Gottlieb, Wolff and Bechtelar","Mahlab,Sunflower Oil,Beef"
tmbvcf4siu,"Schinner, Sauer and Powlowski","Provolone,Spinach,Turnips"
9eatwg63h9,"Johnson, Watsica and Koch","Sunflower Oil,Redfish,Chives"
ik2mm560ke,Koelpin-Feeney,"Oatmeal,Nutritional Yeast,Bean Sprouts,Black Eyed Beans,Cream Cheese"
5opdet1z9k,"Schinner, Sauer and Powlowski","Cornmeal,Turnips,Salmon,Extra Virgin Olive Oil,Beef"
n55vnqjojn,Lockman-Wintheiser,"Iceberg Lettuce,Rice Flour,Cauliflower,Cardamom"
8yr32nbr7t,Dickens-Ortiz,"Wakame,Cacao,Kidneys,Camomile"
3nhuf4cdau,"Lindgren, Willms and MacGyver","Bonza,White Wine,Baking Powder"
j0407wwya5,Schmeler-Renner,"Kombu,Dried Apricots,Rice Noodles"
tnr6srhwrq,"Gottlieb, Wolff and Bechtelar","Vegetable Stock,Silverbeet,Lychees"
2zpyryoxot,Schmitt-Reichert,"Soy Sauce,Pecan Nut,Vegetable Oil,Jasmine Rice"
ffzw0qi2tf,"Becker, Considine and Koelpin","Fingerlime,Cornmeal,Rockmelon,Cacao"
oksrljw1gt,Bruen-Jaskolski,"Green Tea Noodles,Iceberg Lettuce,Tamarillo"
pgdzx1avjm,Cremin Inc,"Jasmine Rice,Cacao,Kombu,Coriander Leaves"
0muezgmdes,Hegmann Inc,"Sunflower Oil,Redfish,Rice Flour"
aaoogqigmn,"Johnson, Watsica and Koch","Warehou,Lychees,Iceberg Lettuce,Bonza"
qfyp3xlijp,Bruen-Jaskolski,"Shark,Bacon,Soy Beans,Ham"
6qglf263w0,"Lubowitz, Prohaska and Reilly","Tapioca Flour,Camomile,Coriander Leaves"
fulermcxsa,Leffler-Huel,"Mastic,Flaxseed Oil,Shark"
dhipnwb4vr,Schmeler-Renner,"Rice Flour,Pecan Nut,Cream Cheese,Chia Seeds"
ibcy1odoz4,Goldner LLC,"Elderberry,Vegetable Oil,Turnips"
4eglcs20ra,Skiles Group,"Curry Powder,Dried Apricots,Ham,Sunflower Oil"
bd3lu75we7,"Schinner, Sauer and Powlowski","Chia Seeds,Kidneys,Cream Cheese"
fzy1749m8f,Hegmann Inc,"Flat Mushrooms,Apricots,Tahini"
a4uuz3g3p0,Schmeler-Renner,"Curry Powder,Soy Sauce,Vegetable Stock,Canola Oil,Green Tea Noodles"
d9vtegpfvq,"Cummings, O'Hara and Casper","Fingerlime,Pecan Nut,Sunflower Seeds"
zrexgxvgn9,Hegmann Inc,"Pecan Nut,Bacon,Strawberries,Canola Oil"
v3vh7duv6v,"Johnson, Watsica and Koch","Tinned,Coriander Leaves,Ham,Silverbeet"
8kfr6oe5up,Schmeler-Renner,"Tapioca Flour,Pork,Soymilk,Apricots"
ccidwuedg9,Sporer Group,"Tamarillo,Jasmine Rice,Taleggio Cheese,Sunflower Seeds,Warehou"
lo4fznsll5,Bruen-Jaskolski,"Cacao,Apples,Flaxseed Oil,Achacha,Turnips"
d7kl2xpaxg,Dietrich Inc,"Silverbeet,Berries,Black Eyed Beans,Beef,Sunflower Oil"
kn7sm5iujm,"Medhurst, Streich and Schamberger","Beef,Curry Powder,Cauliflower,Redfish,Taleggio Cheese"
9pe5bj0nn0,Feil LLC,"Cauliflower,Beef,Freekeh"
jvpksy0abm,Goldner LLC,"Iceberg Lettuce,Flaxseed Oil,Cinnamon"
doi1pl57w5,Berge-Parker,"Bonza,Nuts,Tinned,Saffron"
l76854dvts,Skiles Group,"Tinned,Omega Spread,Tapioca Flour"
nb9znrq2h3,Dietrich Inc,"Plums,Sunflower Seeds,Cauliflower,Rockmelon"
9fkdg0lx1e,Blanda and Sons,"Taleggio Cheese,Chives,Nutritional Yeast,Apricots,Smoked Trout"
evny8ivx6n,Dare LLC,"Rye Bread,Wakame,Lychees"
9j7zc6mt3z,Cremin Inc,"Soymilk,Rye Bread,Sunflower Seeds"
pzuqzt7ysq,Hegmann Inc,"Canola Oil,William Pear,Salmon"
br53yne52m,Botsford Inc,"Chia Seeds,Loquats,Chives"
qkdnntxipq,Murray LLC,"Soy Sauce,Tahini,Black Eyed Beans,Kombu"
faxa6igky6,"Aufderhar, Mosciski and Smith","Soy Beans,Tamarillo,Soymilk,Silverbeet"
efj2gubq6d,"Kutch, Ryan and Boyer","Dried Apricots,Cottage Cheese,Bean Sprouts,Apricots,Black Eyed Beans"
4b68m02wtv,"Herman, Considine and Senger","Shark,Rice Noodles,Spinach,Freekeh,Soy Sauce"
6xm00zrv8t,"Schinner, Sauer and Powlowski","English Spinach,Freekeh,Apples"
9117p2edj3,"McCullough, Leannon and Nolan","Spinach,Provolone,Rose Water,Pork,Elderberry"
klve2qimyl,"McCullough, Leannon and Nolan","Soy Sauce,Baking Powder,Cinnamon,Rice Noodles,Salmon"
yea5sw2lx2,Nienow LLC,"Red Cabbage,Pork,Nuts,Tamarillo,Achacha"
yp5f6l100c,Dare LLC,"Feta,Peas,Parsnip"
bo2trdpxwl,Blanda and Sons,"Nutritional Yeast,Wakame,Green Tea Noodles,Peas"
rfllae5gfj,Dickens-Ortiz,"Soy Sauce,Kombu,Pork,Green Tea Noodles"
zr6lfkc2v8,"Herman, Considine and Senger","Loquats,Beef,Apple Cider Vinegar,Cream Cheese,Dried Apricots"
42zk0sdy4c,Cremin Inc,"Vegetable Stock,Tapioca Flour,Rose Water,Pear Juice,Saffron"
l236wno3dy,Goldner LLC,"Cinnamon,Mastic,Cacao"
3yita8h6ws,"Kutch, Ryan and Boyer","Red Cabbage,Tahini,Berries,Redfish"
nrbszzrng5,"Johnson, Watsica and Koch","Extra Virgin Olive Oil,Taleggio Cheese,Pear Juice,Bacon"
0bugjtku4z,Schaden LLC,"Wakame,Green Tea Noodles,Silverbeet,Taleggio Cheese,Saffron"
lw52h08n3e,"Sipes, Schamberger and Stokes","Curry Powder,Apricots,Baking Powder,Rose Water"
n6l5hbo4nw,"Becker, Considine and Koelpin","Shark,Rice Noodles,Ham,Baking Powder"
mkki12v9wy,"Gottlieb, Wolff and Bechtelar","William Pear,Cottage Cheese,Butter"
1wu526e5zi,Skiles Group,"Pork,Butter,Fingerlime"
0j549ac0ia,Hyatt Inc,"Flat Mushrooms,Apple Cider Vinegar,Tamarillo"
9yheq47hho,"Herman, Considine and Senger","Rockmelon,Elderberry,Rice Noodles,Apple Cider Vinegar,Pecan Nut"
obp89li682,Murray LLC,"Cream Cheese,Ham,Cinnamon,Tinned"
klmz8muhf0,Koelpin-Feeney,"Sunflower Oil,Beef,Bean Sprouts,Smoked Trout,Lychees"
v2ssr6jy0l,"McCullough, Leannon and Nolan","Redfish,Camomile,Shark"
0ivctm73dm,"Leannon, Cassin and Trantow","Black Eyed Beans,Tamarillo,English Spinach"
d017knr3kr,Rempel and Sons,"Apricots,Vegetable Oil,Soymilk"
13ouqhqsv1,"Schinner, Sauer and Powlowski","Warehou,Cottage Cheese,Soymilk"
f44kogbeuj,Rempel and Sons,"Silverbeet,Cottage Cheese,Rose Water"
oke7w3j67y,Hyatt Inc,"Bonza,Tamarillo,Fingerlime,Feta"
7h9z0oi6si,Breitenberg Group,"Rice Flour,William Pear,Rye Bread,Tamarillo"
5qqvk4lpza,Kulas LLC,"Sunflower Oil,Elderberry,Strawberries,Kombu"
99o645tc52,Quigley-Braun,"Black Eyed Beans,Elderberry,Corn Oil,Ham,English Spinach"
x83th7yn6k,"McCullough, Leannon and Nolan","Extra Virgin Olive Oil,Elderberry,Coriander Leaves,Shark,Berries"
2pwyroqz8i,"Gottlieb, Wolff and Bechtelar","Apricots,Jasmine Rice,Hokkien Noodles"
o63ow0tmtn,Leffler-Huel,"Rye Bread,Shark,Taleggio Cheese,Silverbeet"
3td0qtrdfd,Rempel and Sons,"Oatmeal,Coriander Leaves,Bonza"
tvrxnc8lv5,Hegmann Inc,"Butter,Pork,Apple Cider Vinegar"
4ylinzw66n,Botsford Inc,"Turnips,Salmon,Jasmine Rice,Silverbeet"
dgy4gb9ih5,"Sipes, Schamberger and Stokes","Oatmeal,Rose Water,Cardamom"
fnvqdjj2en,"Lubowitz, Prohaska and Reilly","Black Eyed Beans,Nutritional Yeast,Tamarillo,Parsnip,Freekeh"
kcvqjbo23a,Blanda and Sons,"Mahlab,Beef,Bonza,Tamarillo,Kidneys"
rx32ed24py,Breitenberg Group,"Cauliflower,English Spinach,Chives"
c0utlpbmor,"Lindgren, Willms and MacGyver","Iceberg Lettuce,Baking Powder,Plums,White Wine,Tamarillo"
6o6xcdr4nr,Deckow-Kihn,"Beef,Spinach,Achacha,Nuts"
9rbhpk19x0,"Leannon, Cassin and Trantow","Apricots,Coriander Leaves,Flat Mushrooms,Plums,Smoked Trout"
tt78pglfau,Hyatt Inc,"Elderberry,White Wine,Warehou"
iilkvmu12w,"McCullough, Leannon and Nolan","Nutritional Yeast,Bacon,White Wine,Soymilk,Butter"
2dq4fwhviz,Dietrich Inc,"Vegetable Oil,Feta,Salmon,Dried Apricots,Red Cabbage"
sq9dgjt7py,Breitenberg Group,"Silverbeet,Camomile,Baking Powder,Beef,Plums"
k74axj92n1,"Herman, Considine and Senger","Apples,Corn Oil,Cottage Cheese,Rockmelon,Tinned"
a4mlu8ytp6,Reilly-Ebert,"Feta,Pork,Bean Sprouts,Kidneys,Taleggio Cheese"
