contract_id,hotel_name,ingredients
ufgijyal9p,"Cummings, O'Hara and Casper","Spinach,Tahini,Silverbeet,Freekeh,Soymilk"
zb57m5g0rf,Dare LLC,"Extra Virgin Olive Oil,Silverbeet,Fingerlime"
oofsp56fmj,"Lindgren, Willms and MacGyver","Omega Spread,Spinach,Pear Juice,Black Eyed Beans"
396qbm62t4,"Becker, Considine and Koelpin","Provolone,Pork,Tinned,Canola Oil"
l5w16g2e1q,Rempel and Sons,"Cacao,Black Eyed Beans,Vegetable Oil,Soymilk,Fingerlime"
a4xx064ww9,Hegmann Inc,"Freekeh,Red Cabbage,Rockmelon,Turnips,Iceberg Lettuce"
2hb3yd2ik4,Braun-Wunsch,"Berries,English Spinach,Nutritional Yeast,Chives"
z91v6ly72n,Lockman-Wintheiser,"Lychees,Pear Juice,Vegetable Stock,Iceberg Lettuce"
1t51rhfban,Lockman-Wintheiser,"Chia Seeds,Pear Juice,Wakame"
is8vp9c66o,Hegmann Inc,"Oatmeal,Cinnamon,Baking Powder,Soy Beans,White Wine"
n0jv3j0imq,Blanda and Sons,"Extra Virgin Olive Oil,Iceberg Lettuce,Kidneys"
5urkh5t0e2,"McCullough, Leannon and Nolan","Strawberries,Loquats,Tarragon,Nuts"
9if9gw2krz,"Johnson, Watsica and Koch","Apple Cider Vinegar,Ham,Spinach"
oda7emf8s9,Lockman-Wintheiser,"Bacon,Spinach,Flaxseed Oil,Kombu"
e11qvv5p57,Feil LLC,"Smoked Trout,Taleggio Cheese,Saffron"
tez4ci3yq7,Schmeler-Renner,"Saffron,Redfish,Ham,Sunflower Oil,Tapioca Flour"
iq0cfzgle8,"Cummings, O'Hara and Casper","Camomile,Freekeh,Provolone,Lychees,Chives"
9ohwx5djrk,Kulas LLC,"Freekeh,Vegetable Oil,Apples"
271i6plzpm,"Sipes, Schamberger and Stokes","Extra Virgin Olive Oil,Nuts,Cacao,Butter"
j8bvo8k39b,"Schinner, Sauer and Powlowski","Berries,Soy Sauce,Peas"
5smu9pmf9v,Dickens-Ortiz,"Kombu,Flaxseed Oil,Cream Cheese,Pear Juice,Apple Cider Vinegar"
uweuy2cids,Dare LLC,"Tapioca Flour,Green Tea Noodles,Tamarillo"
qe6kopy3zu,Schmitt-Reichert,"Freekeh,Kidneys,Mahlab,Saffron"
rea739w66v,Bosco-Bayer,"Rice Flour,Camomile,Tamarillo,Cacao,Butter"
hx3bofcyok,Murray LLC,"Canola Oil,Cardamom,Provolone,Redfish,Tarragon"
5efirdm1c3,"Sipes, Schamberger and Stokes","Kidneys,Rice Noodles,Cinnamon,Corn Oil"
vptu1e0k2i,Breitenberg Group,"Rye Bread,Salmon,Soy Beans"
ivrqrc1djp,Bosco-Bayer,"Cinnamon,Kidneys,Flaxseed Oil"
oxjstz07ee,Kunze Inc,"Soy Beans,Bean Sprouts,Cauliflower"
c022b3uxh3,Heidenreich-Hagenes,"Taleggio Cheese,English Spinach,Rice Flour,Jasmine Rice"
8ylp6c2uby,Cremin Inc,"Chives,Mastic,Butter,Strawberries,Hokkien Noodles"
lq0x9kq823,Hegmann Inc,"Saffron,Rose Water,Rye Bread,Mastic"
rwl6kqd6vs,"Herman, Considine and Senger","Beef,Flaxseed Oil,Cacao,Strawberries,Nuts"
i1znl0aikp,Dare LLC,"Turnips,Redfish,Tahini,Black Eyed Beans"
tmnwmwnfg0,Heidenreich-Hagenes,"Red Cabbage,Cream Cheese,Black Eyed Beans"
mjnwtg38o8,"Gottlieb, Wolff and Bechtelar","Beef,Wakame,Corn Oil"
o1donnjhox,Breitenberg Group,"Vegetable Oil,Cream Cheese,Beef,Cinnamon,Soy Beans"
xxm5nwwenx,Deckow-Kihn,"Redfish,Pear Juice,Black Eyed Beans,Canola Oil"
zjq27adiss,"Becker, Considine and Koelpin","Smoked Trout,Turnips,Rice Noodles"
jvk7gdmg5b,Botsford Inc,"Cottage Cheese,Jasmine Rice,Berries,Wakame,Kombu"
hhgbzaww6d,Dare LLC,"Coriander Leaves,Curry Powder,Jasmine Rice,Cauliflower,Sunflower Oil"
wqqroeiw3i,Lockman-Wintheiser,"Fingerlime,Beef,Omega Spread,Dried Apricots,Kombu"
337jre0vs5,"Leannon, Cassin and Trantow","Green Tea Noodles,Kidneys,Rye Bread,Rice Flour"
a8d1x0k04f,Hegmann Inc,"Kidneys,Feta,Curry Powder"
fq16ctolwj,Rempel and Sons,"Cardamom,Pork,Achacha,Plums"
16ase6ts9n,Koelpin-Feeney,"Pork,Cottage Cheese,Nutritional Yeast,Shark,Green Tea Noodles"
rmq1m2138w,"Gottlieb, Wolff and Bechtelar","Ham,Omega Spread,Sunflower Seeds"
c2l6ikl4vb,"Gottlieb, Wolff and Bechtelar","Feta,Cinnamon,Nuts,Corn Oil"
bjmk53jinu,Reilly-Ebert,"Tapioca Flour,Sunflower Seeds,Apricots"
t4kvev2qm9,"Leannon, Cassin and Trantow","White Wine,Soymilk,Taleggio Cheese"
83l0ayi28b,"Cummings, O'Hara and Casper","Canola Oil,Mahlab,Bonza"
lpfdxuk8go,"Lubowitz, Prohaska and Reilly","Tarragon,Achacha,Flat Mushrooms,Tapioca Flour,Smoked Trout"
xkvi291mgp,Bosco-Bayer,"Salmon,Rice Noodles,Camomile"
xngirtraf8,Kulas LLC,"Red Cabbage,Achacha,Tinned,White Wine"
3lqpmhi3yz,Schmeler-Renner,"Iceberg Lettuce,Flaxseed Oil,Soy Sauce,Freekeh,Baking Powder"
esve47d5ud,"Leannon, Cassin and Trantow","Tahini,Hokkien Noodles,Wakame,Vegetable Oil,Ham"
c2lomvslvc,Nienow LLC,"Achacha,Nuts,Rose Water"
6b45swepyd,Blanda and Sons,"Apple Cider Vinegar,Beef,Sunflower Seeds,Flat Mushrooms,Oatmeal"
zotvel0t21,"Leannon, Cassin and Trantow","Ham,Curry Powder,Flaxseed Oil,Berries"
dt71js09uq,"Schinner, Sauer and Powlowski","Camomile,Mastic,Omega Spread,English Spinach"
o8f8v09esx,Schmitt-Reichert,"Freekeh,Green Tea Noodles,Jasmine Rice,Nuts,Berries"
frbreygqfg,Hyatt Inc,"Baking Powder,Salmon,Shark"
cw8p8lhvoq,"Leannon, Cassin and Trantow","Strawberries,Canola Oil,Lychees,Mahlab"
5z69narik7,Dare LLC,"Cardamom,White Wine,Tamarillo,Pear Juice"
fovt67nqjg,"Herman, Considine and Senger","Peas,Taleggio Cheese,Salmon,Red Cabbage"
ff5nf614yy,Kulas LLC,"Omega Spread,Lychees,Soy Sauce"
1lx2n5i7pq,Nienow LLC,"Elderberry,Tinned,Plums,Turnips"
gv2pjy615r,Kulas LLC,"Kidneys,Cornmeal,Apricots"
cou0g789xm,Berge-Parker,"Berries,Pear Juice,Wakame,Chia Seeds"
572m9jxntd,Leffler-Huel,"Feta,William Pear,Silverbeet"
h9j8yg6ppm,Braun-Wunsch,"Jasmine Rice,Cinnamon,Provolone,Tinned"
ffgo0bp4k6,"Herman, Considine and Senger","Apple Cider Vinegar,Freekeh,Flaxseed Oil,Sunflower Seeds"
te2k8zswlo,Dickens-Ortiz,"Chia Seeds,Coriander Leaves,Oatmeal,Apricots,Warehou"
27emy1blil,Braun-Wunsch,"Shark,Iceberg Lettuce,Red Cabbage,Soymilk,Omega Spread"
fixc6x8rsf,Hyatt Inc,"Silverbeet,Vegetable Stock,Plums,Rice Flour,Cauliflower"
0bdch7e650,Goldner LLC,"Cacao,Soy Sauce,Bean Sprouts,Saffron"
c98r5yzs8u,Kunze Inc,"Tamarillo,Lychees,Ham,Mahlab,Turnips"
jvfc2qnqxj,Skiles Group,"Jasmine Rice,Cardamom,Elderberry,Tamarillo"
4gcsg8bn51,"Lindgren, Willms and MacGyver","Red Cabbage,Sunflower Seeds,Chia Seeds,Feta"
dtylkvl45g,Kunze Inc,"Bacon,Pecan Nut,Cacao"
1ksr8rxv3j,Botsford Inc,"Plums,Rice Flour,Kombu"
gayw1dm3et,Schaden LLC,"Rockmelon,Curry Powder,Corn Oil,Strawberries"
awfh7da0cq,Bruen-Jaskolski,"Vegetable Oil,Parsnip,Provolone,Camomile"
ttesx29jqv,"Schinner, Sauer and Powlowski","Apples,Rice Noodles,White Wine"
t3lbmvsz7g,Brown Group,"Jasmine Rice,Oatmeal,Apricots,Turnips,Achacha"
nt8fl4mswj,Schmeler-Renner,"Turnips,Flat Mushrooms,Lychees"
bc39c8wcne,Lockman-Wintheiser,"Cardamom,Berries,Green Tea Noodles,Dried Apricots"
kdc0p67tuv,Botsford Inc,"Nutritional Yeast,Pear Juice,Flat Mushrooms"
oavmib4k66,Dietrich Inc,"Soymilk,Plums,Apple Cider Vinegar,Redfish,Baking Powder"
3grh0i2i1u,Cremin Inc,"Loquats,Extra Virgin Olive Oil,Rice Flour,Rice Noodles,Sunflower Oil"
axmgxd30b7,Bosco-Bayer,"Chia Seeds,Bacon,Cauliflower"
uz47prxh7t,Breitenberg Group,"Oatmeal,Apricots,Jasmine Rice"
5pf1hqmj50,"Cummings, O'Hara and Casper","Taleggio Cheese,Nutritional Yeast,Fingerlime,Sunflower Oil"
qz7ktt52i5,"Kutch, Ryan and Boyer","Rice Flour,Strawberries,Oatmeal"
p67ka79qaf,Schaden LLC,"Bacon,Nuts,Soy Beans"
iw3on353w8,Pollich Inc,"Freekeh,Plums,Jasmine Rice"
ujfi981tmg,Cremin Inc,"Tarragon,Silverbeet,Kidneys,Jasmine Rice,Mahlab"
blfvb273hp,Deckow-Kihn,"Sunflower Oil,Rice Flour,Freekeh"
npyuskbauj,"Cummings, O'Hara and Casper","Camomile,Tinned,Apple Cider Vinegar,Kombu"
8hs4iqao6r,"Johnson, Watsica and Koch","Black Eyed Beans,Corn Oil,Ham,Extra Virgin Olive Oil,White Wine"
dqv5rb1nbs,Bosco-Bayer,"Vegetable Stock,Apple Cider Vinegar,Peas,Parsnip,Red Cabbage"
7pxdrhm7rj,"Lindgren, Willms and MacGyver","Fingerlime,Soy Beans,Ham,Rice Noodles,Curry Powder"
flhhfvvby8,Pollich Inc,"Green Tea Noodles,Hokkien Noodles,Omega Spread"
civclquain,"Herman, Considine and Senger","Provolone,Jasmine Rice,Spinach"
f1w7ebr1qz,Reilly-Ebert,"Flat Mushrooms,Plums,Bean Sprouts"
06hzscg5hj,Nienow LLC,"Warehou,Rye Bread,Rice Noodles,Strawberries"
nuc6rpgnvy,Braun-Wunsch,"Kombu,Tarragon,English Spinach,Berries,Red Cabbage"
84yz6l3hd4,Reilly-Ebert,"Baking Powder,Rockmelon,Tamarillo"
xvht4bnr8s,Schaden LLC,"Black Eyed Beans,Lychees,Baking Powder"
uj5lyiiuft,Botsford Inc,"Tinned,Sunflower Oil,Loquats,Curry Powder,Flat Mushrooms"
rhn1v34u8t,"Johnson, Watsica and Koch","Hokkien Noodles,Cream Cheese,Tapioca Flour,Soy Sauce,William Pear"
nr0qelg894,Kunze Inc,"Vegetable Stock,Shark,Soy Beans"
upxil65133,"Johnson, Watsica and Koch","Pecan Nut,Cauliflower,Dried Apricots,Kombu,Cream Cheese"
kaxrm6v2da,Rempel and Sons,"Elderberry,Dried Apricots,Corn Oil,Cardamom"
bdrjerywmc,Sporer Group,"Canola Oil,Iceberg Lettuce,Turnips,Tarragon"
cz93ynx74f,Quigley-Braun,"Silverbeet,Berries,Cottage Cheese"
38yz1a6js7,Murray LLC,"Elderberry,Apples,Tarragon,Cacao"
f3v19t0a93,Dare LLC,"Cream Cheese,Soy Sauce,Lychees"
761iv83hst,Schaden LLC,"Loquats,Oatmeal,Chives,Saffron"
vgxz2pg4bj,Feil LLC,"Apricots,Saffron,Cottage Cheese,Chia Seeds,Rice Flour"
janb3ugjwe,"Cummings, O'Hara and Casper","Oatmeal,Tahini,Cinnamon,Soy Sauce,Lychees"
7xlkiwlpw0,Dietrich Inc,"Berries,Rockmelon,Salmon"
1zfjz43qm3,Botsford Inc,"Green Tea Noodles,Tapioca Flour,Peas,Soy Beans"
qtsai8z8vm,Dare LLC,"Baking Powder,Kombu,English Spinach,Pecan Nut"
aexlrnp2gk,Bruen-Jaskolski,"Soy Beans,Coriander Leaves,Tinned"
0q0fuvrex2,Dickens-Ortiz,"Cardamom,Loquats,Shark"
7kdbp9zn30,Feil LLC,"Loquats,Feta,Curry Powder"
pvdh5kr2l8,Feil LLC,"Apples,Cardamom,Bacon,Tinned,Baking Powder"
ng2ai2c384,Hyatt Inc,"Chia Seeds,Taleggio Cheese,Beef,Flat Mushrooms"
1i5x23ve1o,Schmeler-Renner,"Iceberg Lettuce,Silverbeet,English Spinach,Vegetable Stock,Baking Powder"
l721send0z,Nienow LLC,"Apricots,Chia Seeds,Saffron"
gw01ggjs3m,"Leannon, Cassin and Trantow","Extra Virgin Olive Oil,Mahlab,Baking Powder,Spinach"
c6cc07wcvl,Hyatt Inc,"Pecan Nut,Butter,Wakame,Chives,Vegetable Oil"
gv1g8lgc4g,Blanda and Sons,"Elderberry,Curry Powder,Cinnamon,Cauliflower,Nuts"
fpiw0p6qly,Botsford Inc,"Red Cabbage,Cauliflower,William Pear"
52yh8v3d0r,Brown Group,"Green Tea Noodles,Red Cabbage,Chia Seeds,Tapioca Flour,Peas"
4n6y5xq0bu,Blanda and Sons,"Bonza,Silverbeet,Peas"
akqkikmlbl,"Medhurst, Streich and Schamberger","Green Tea Noodles,Sunflower Seeds,Apricots,Mahlab"
v4ykwr87j4,"McCullough, Leannon and Nolan","Lychees,Corn Oil,Cottage Cheese"
v4e9f8daa4,Cremin Inc,"Bonza,Rockmelon,Cream Cheese,Saffron,White Wine"
vd52ft3dry,Leffler-Huel,"Silverbeet,Freekeh,Apricots,Pork,Green Tea Noodles"
1bm0217i6p,Dickens-Ortiz,"Berries,Sunflower Seeds,English Spinach,Dried Apricots"
n7rjjm0cf1,Quigley-Braun,"Cream Cheese,Elderberry,Turnips,Nutritional Yeast"
5kjuw5hl7d,Murray LLC,"Apples,Turnips,Pecan Nut,Jasmine Rice"
uvhginhh9y,Blanda and Sons,"Bean Sprouts,Fingerlime,Extra Virgin Olive Oil,Hokkien Noodles"
m8fkikv5bq,Dare LLC,"Parsnip,Black Eyed Beans,Red Cabbage,Bacon"
xw4ryvpsfv,Skiles Group,"Nuts,White Wine,Cornmeal"
12n1yanx6l,Breitenberg Group,"Saffron,Salmon,Rice Noodles,Freekeh"
3xbjbe41pp,Braun-Wunsch,"Hokkien Noodles,Flat Mushrooms,Bean Sprouts,English Spinach"
dqh9otr9ci,Kerluke-Armstrong,"Iceberg Lettuce,Cream Cheese,Mastic"
ii92pyoze8,"Aufderhar, Mosciski and Smith","Taleggio Cheese,Turnips,Pear Juice,Camomile,Smoked Trout"
ki5upbm2go,Kunze Inc,"Flat Mushrooms,Chia Seeds,Plums,Provolone,Dried Apricots"
g7a1mlrt3b,"Gottlieb, Wolff and Bechtelar","Feta,Flat Mushrooms,Achacha,Hokkien Noodles"
62ywg7ucck,Dare LLC,"Flat Mushrooms,Shark,Sunflower Seeds"
ncvl5jpspn,"Gottlieb, Wolff and Bechtelar","Pecan Nut,Rice Flour,Soymilk,Soy Sauce"
7i6d8itdt2,Kulas LLC,"Bonza,Cardamom,Apple Cider Vinegar,Wakame,Rose Water"
rd4z8t6cxh,"Aufderhar, Mosciski and Smith","Nutritional Yeast,Kidneys,Feta,Rice Flour"
kx41pchlaf,Cremin Inc,"Bean Sprouts,Feta,Tahini"
14o1u39w1u,Dietrich Inc,"Taleggio Cheese,Lychees,White Wine,Cinnamon,Salmon"
b2vcq7w02e,Braun-Wunsch,"Camomile,Omega Spread,Hokkien Noodles"
byl33btijs,Kerluke-Armstrong,"Taleggio Cheese,Pork,Bean Sprouts,Ham"
rxkwcejt0i,Kerluke-Armstrong,"William Pear,Dried Apricots,Redfish,Apples,Pork"
uilzeuyaam,Leffler-Huel,"Pork,Peas,Bonza,Shark,Extra Virgin Olive Oil"
xbvwx998dn,Dickens-Ortiz,"Baking Powder,Cream Cheese,Taleggio Cheese"
17b3alkbpm,Schmitt-Reichert,"Rose Water,Beef,Bonza,Peas"
195jcnumje,Breitenberg Group,"Flaxseed Oil,Parsnip,Loquats,Pork,Apple Cider Vinegar"
sgnryg7ck8,Dare LLC,"Iceberg Lettuce,Extra Virgin Olive Oil,Pecan Nut,Plums"
fw1dqqsvyv,Quigley-Braun,"Pork,Baking Powder,Curry Powder,Coriander Leaves,Dried Apricots"
z3g171bs6d,Breitenberg Group,"Provolone,Chia Seeds,Cinnamon"
8dvis2w04u,Cremin Inc,"Wakame,Cauliflower,Berries,Smoked Trout"
qqm3bo6qgu,"Johnson, Watsica and Koch","Pear Juice,Spinach,Jasmine Rice,Nuts"
ilrqkuqf9t,"Herman, Considine and Senger","Cornmeal,Cream Cheese,Tarragon,Beef,Oatmeal"
6bxtpixoll,"Leannon, Cassin and Trantow","Iceberg Lettuce,Rice Noodles,Cardamom,Saffron"
wynd0875iw,Berge-Parker,"Fingerlime,Cottage Cheese,Wakame"
ny8n7mge8l,Kunze Inc,"Berries,Bonza,Sunflower Oil,Baking Powder"
8j6g2l4jhq,Cremin Inc,"Vegetable Oil,Hokkien Noodles,Nuts,Jasmine Rice,Salmon"
d5r0j3ufvy,Cremin Inc,"Apples,William Pear,Cardamom,Soymilk,Wakame"
kv6ufukca7,Heidenreich-Hagenes,"Rice Flour,Extra Virgin Olive Oil,Loquats,Shark,Chives"
9w9h3kehjg,Heidenreich-Hagenes,"Flat Mushrooms,Tamarillo,Hokkien Noodles,Vegetable Stock,Wakame"
b29chwntkb,"Lindgren, Willms and MacGyver","Rice Flour,Red Cabbage,Extra Virgin Olive Oil"
wmhjm7nv3m,Blanda and Sons,"Flat Mushrooms,Freekeh,Extra Virgin Olive Oil"
4k4uiksavt,"Medhurst, Streich and Schamberger","Pear Juice,Soy Beans,Dried Apricots"
zif31ky9bb,Dickens-Ortiz,"Cornmeal,English Spinach,Apple Cider Vinegar,Chia Seeds,Nuts"
xp3ase7y4n,Cremin Inc,"Cream Cheese,Mahlab,Smoked Trout"
zx4rib7szd,Kulas LLC,"Tapioca Flour,Shark,Plums,Tinned,Silverbeet"
fag33y4lmw,Cremin Inc,"Dried Apricots,Shark,Butter,Salmon"
xg9hmnomg7,"Aufderhar, Mosciski and Smith","Cottage Cheese,Cream Cheese,Sunflower Oil,Redfish,Pear Juice"
9lsq69mhi1,Kunze Inc,"Curry Powder,Vegetable Oil,Chia Seeds,Salmon"
zi0ct60jo8,Braun-Wunsch,"Shark,Black Eyed Beans,Mahlab"
l2x7hug6bn,Dare LLC,"Black Eyed Beans,Shark,Achacha,Soymilk"
wc1ua2c632,Dietrich Inc,"Tinned,Black Eyed Beans,Flat Mushrooms,Red Cabbage"
oz25vok193,"Herman, Considine and Senger","Black Eyed Beans,Cinnamon,Silverbeet,Mastic"
6hl7eptfbm,"Aufderhar, Mosciski and Smith","Rye Bread,Fingerlime,Apricots,Cream Cheese"
mw0klfkxly,Dickens-Ortiz,"William Pear,Iceberg Lettuce,Pecan Nut,Wakame,Tamarillo"
gsyu5zjbch,Kulas LLC,"Flaxseed Oil,Cottage Cheese,Fingerlime"
9qfqx3brxj,"Medhurst, Streich and Schamberger","Extra Virgin Olive Oil,White Wine,Shark,Corn Oil,Coriander Leaves"
atlvc2ho1x,Deckow-Kihn,"Achacha,Kidneys,Vegetable Stock"
86dyeplwry,Bruen-Jaskolski,"Nuts,Canola Oil,Cardamom,Parsnip"
ynvbcjyr7m,Skiles Group,"Freekeh,Rose Water,Pork,Peas"
dr8ait3e7b,"Kutch, Ryan and Boyer","Pear Juice,Nuts,Bacon,Vegetable Stock,Camomile"
rnyeexra0i,Deckow-Kihn,"Rice Noodles,Tamarillo,William Pear,Pork,Tahini"
uy2f7b9mop,"Aufderhar, Mosciski and Smith","Omega Spread,Hokkien Noodles,Shark"
hfod12u7s0,"Lubowitz, Prohaska and Reilly","Chia Seeds,English Spinach,Saffron,Rye Bread"